"","Var1","Var2","value"
"23","Q06_scored_sub_Master.1.22.","Q06_Curriculum.Issue...Course.Load.Full..No.time.space.for.Content",13
"24","Q06_scored_sub_Doc.1.22.","Q06_Curriculum.Issue...Course.Load.Full..No.time.space.for.Content",12
"25","chiValues","Q06_Curriculum.Issue...Course.Load.Full..No.time.space.for.Content",0.9960019990005
"26","Q06_scored_sub_Assoc.1.22.","Q06_Curric.Isues..Curric.Revision.needed",6
"27","Q06_scored_sub_Bacca.1.22.","Q06_Curric.Isues..Curric.Revision.needed",5
"28","Q06_scored_sub_Master.1.22.","Q06_Curric.Isues..Curric.Revision.needed",8
"29","Q06_scored_sub_Doc.1.22.","Q06_Curric.Isues..Curric.Revision.needed",6
"30","chiValues","Q06_Curric.Isues..Curric.Revision.needed",0.891554222888556
"31","Q06_scored_sub_Assoc.1.22.","Q06_Curric.Isues...Bioinf.approaches.need.to.be.taugh.at.every.level.integrate.current.classes",3
"32","Q06_scored_sub_Bacca.1.22.","Q06_Curric.Isues...Bioinf.approaches.need.to.be.taugh.at.every.level.integrate.current.classes",6
"33","Q06_scored_sub_Master.1.22.","Q06_Curric.Isues...Bioinf.approaches.need.to.be.taugh.at.every.level.integrate.current.classes",6
"34","Q06_scored_sub_Doc.1.22.","Q06_Curric.Isues...Bioinf.approaches.need.to.be.taugh.at.every.level.integrate.current.classes",5
"35","chiValues","Q06_Curric.Isues...Bioinf.approaches.need.to.be.taugh.at.every.level.integrate.current.classes",0.851074462768616
"36","Q06_scored_sub_Assoc.1.22.","Q06_Curic.Issues...Bioinf.Program.Courses.under.develop",5
"37","Q06_scored_sub_Bacca.1.22.","Q06_Curic.Issues...Bioinf.Program.Courses.under.develop",9
"38","Q06_scored_sub_Master.1.22.","Q06_Curic.Issues...Bioinf.Program.Courses.under.develop",3
"39","Q06_scored_sub_Doc.1.22.","Q06_Curic.Issues...Bioinf.Program.Courses.under.develop",1
"40","chiValues","Q06_Curic.Issues...Bioinf.Program.Courses.under.develop",0.047976011994003
"41","Q06_scored_sub_Assoc.1.22.","Q06_Curric.Isues...Not.a.req.for.Life.Sci.Majors..Pre.Med",1
"42","Q06_scored_sub_Bacca.1.22.","Q06_Curric.Isues...Not.a.req.for.Life.Sci.Majors..Pre.Med",3
"43","Q06_scored_sub_Master.1.22.","Q06_Curric.Isues...Not.a.req.for.Life.Sci.Majors..Pre.Med",2
"44","Q06_scored_sub_Doc.1.22.","Q06_Curric.Isues...Not.a.req.for.Life.Sci.Majors..Pre.Med",6
"45","chiValues","Q06_Curric.Isues...Not.a.req.for.Life.Sci.Majors..Pre.Med",0.251374312843578
"46","Q06_scored_sub_Assoc.1.22.","Q06_Curric.Issue...Class.Size.too.large",0
"47","Q06_scored_sub_Bacca.1.22.","Q06_Curric.Issue...Class.Size.too.large",1
"48","Q06_scored_sub_Master.1.22.","Q06_Curric.Issue...Class.Size.too.large",1
"49","Q06_scored_sub_Doc.1.22.","Q06_Curric.Issue...Class.Size.too.large",2
"50","chiValues","Q06_Curric.Issue...Class.Size.too.large",0.901049475262369
"51","Q06_scored_sub_Assoc.1.22.","Q06_Curric.Issues...Not.enough.classes.seats.available",0
"52","Q06_scored_sub_Bacca.1.22.","Q06_Curric.Issues...Not.enough.classes.seats.available",0
"53","Q06_scored_sub_Master.1.22.","Q06_Curric.Issues...Not.enough.classes.seats.available",1
"54","Q06_scored_sub_Doc.1.22.","Q06_Curric.Issues...Not.enough.classes.seats.available",2
"55","chiValues","Q06_Curric.Issues...Not.enough.classes.seats.available",0.615192403798101
"56","Q06_scored_sub_Assoc.1.22.","Q06_Student.issue...Lack.of.Student.interest.in.quant.skills.and.related.courses",7
"57","Q06_scored_sub_Bacca.1.22.","Q06_Student.issue...Lack.of.Student.interest.in.quant.skills.and.related.courses",10
"58","Q06_scored_sub_Master.1.22.","Q06_Student.issue...Lack.of.Student.interest.in.quant.skills.and.related.courses",9
"59","Q06_scored_sub_Doc.1.22.","Q06_Student.issue...Lack.of.Student.interest.in.quant.skills.and.related.courses",9
"60","chiValues","Q06_Student.issue...Lack.of.Student.interest.in.quant.skills.and.related.courses",0.92703648175912
"61","Q06_scored_sub_Assoc.1.22.","Q06_Student.Issues...Student.Background.is.insufficient",5
"62","Q06_scored_sub_Bacca.1.22.","Q06_Student.Issues...Student.Background.is.insufficient",9
"63","Q06_scored_sub_Master.1.22.","Q06_Student.Issues...Student.Background.is.insufficient",7
"64","Q06_scored_sub_Doc.1.22.","Q06_Student.Issues...Student.Background.is.insufficient",7
"65","chiValues","Q06_Student.Issues...Student.Background.is.insufficient",0.801099450274863
"66","Q06_scored_sub_Assoc.1.22.","Q06_Inst.Dept.Support...Institutional.Inertia",6
"67","Q06_scored_sub_Bacca.1.22.","Q06_Inst.Dept.Support...Institutional.Inertia",4
"68","Q06_scored_sub_Master.1.22.","Q06_Inst.Dept.Support...Institutional.Inertia",7
"69","Q06_scored_sub_Doc.1.22.","Q06_Inst.Dept.Support...Institutional.Inertia",7
"70","chiValues","Q06_Inst.Dept.Support...Institutional.Inertia",0.869065467266367
"71","Q06_scored_sub_Assoc.1.22.","Q06_Inst.Dept.Support...Inter.Departmental.Cooperation",1
"72","Q06_scored_sub_Bacca.1.22.","Q06_Inst.Dept.Support...Inter.Departmental.Cooperation",7
"73","Q06_scored_sub_Master.1.22.","Q06_Inst.Dept.Support...Inter.Departmental.Cooperation",4
"74","Q06_scored_sub_Doc.1.22.","Q06_Inst.Dept.Support...Inter.Departmental.Cooperation",3
"75","chiValues","Q06_Inst.Dept.Support...Inter.Departmental.Cooperation",0.187906046976512
"76","Q06_scored_sub_Assoc.1.22.","Q06_Inst.Dept.Support...IT.Supprt",0
"77","Q06_scored_sub_Bacca.1.22.","Q06_Inst.Dept.Support...IT.Supprt",2
"78","Q06_scored_sub_Master.1.22.","Q06_Inst.Dept.Support...IT.Supprt",3
"79","Q06_scored_sub_Doc.1.22.","Q06_Inst.Dept.Support...IT.Supprt",0
"80","chiValues","Q06_Inst.Dept.Support...IT.Supprt",0.180409795102449
"81","Q06_scored_sub_Assoc.1.22.","Q06_Inst.Dept.Support...State.Regulation",2
"82","Q06_scored_sub_Bacca.1.22.","Q06_Inst.Dept.Support...State.Regulation",0
"83","Q06_scored_sub_Master.1.22.","Q06_Inst.Dept.Support...State.Regulation",0
"84","Q06_scored_sub_Doc.1.22.","Q06_Inst.Dept.Support...State.Regulation",0
"85","chiValues","Q06_Inst.Dept.Support...State.Regulation",0.259370314842579
"86","Q06_scored_sub_Assoc.1.22.","Q06_Resource.Issue...Funding",8
"87","Q06_scored_sub_Bacca.1.22.","Q06_Resource.Issue...Funding",7
"88","Q06_scored_sub_Master.1.22.","Q06_Resource.Issue...Funding",6
"89","Q06_scored_sub_Doc.1.22.","Q06_Resource.Issue...Funding",2
"90","chiValues","Q06_Resource.Issue...Funding",0.322838580709645
"91","Q06_scored_sub_Assoc.1.22.","Q06_Resource.Issues...Access.to.Approp.Software..Op.sys",2
"92","Q06_scored_sub_Bacca.1.22.","Q06_Resource.Issues...Access.to.Approp.Software..Op.sys",3
"93","Q06_scored_sub_Master.1.22.","Q06_Resource.Issues...Access.to.Approp.Software..Op.sys",2
"94","Q06_scored_sub_Doc.1.22.","Q06_Resource.Issues...Access.to.Approp.Software..Op.sys",3
"95","chiValues","Q06_Resource.Issues...Access.to.Approp.Software..Op.sys",1
"96","Q06_scored_sub_Assoc.1.22.","Q06_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",1
"97","Q06_scored_sub_Bacca.1.22.","Q06_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",1
"98","Q06_scored_sub_Master.1.22.","Q06_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",1
"99","Q06_scored_sub_Doc.1.22.","Q06_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",1
"100","chiValues","Q06_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",1
"101","Q06_scored_sub_Assoc.1.22.","Q06_Facilities...Computer.Labs..Laq.Equip.limited.or.not.available",2
"102","Q06_scored_sub_Bacca.1.22.","Q06_Facilities...Computer.Labs..Laq.Equip.limited.or.not.available",6
"103","Q06_scored_sub_Master.1.22.","Q06_Facilities...Computer.Labs..Laq.Equip.limited.or.not.available",8
"104","Q06_scored_sub_Doc.1.22.","Q06_Facilities...Computer.Labs..Laq.Equip.limited.or.not.available",2
"105","chiValues","Q06_Facilities...Computer.Labs..Laq.Equip.limited.or.not.available",0.145427286356822
"106","Q06_scored_sub_Assoc.1.22.","Q06_Facilities...Servers",0
"107","Q06_scored_sub_Bacca.1.22.","Q06_Facilities...Servers",1
"108","Q06_scored_sub_Master.1.22.","Q06_Facilities...Servers",1
"109","Q06_scored_sub_Doc.1.22.","Q06_Facilities...Servers",0
"110","chiValues","Q06_Facilities...Servers",1
