"","Var1","Var2","value","summed_score","percentage"
"27","Q38_scored_sub_Master.1.28.","Q38_Curric.Issue...Bioinfo.Conent.too.Massive",2,4,50
"28","Q38_scored_sub_Doc.1.28.","Q38_Curric.Issue...Bioinfo.Conent.too.Massive",1,4,25
"29","Q38_scored_sub_Assoc.1.28.","Q38_Resource.Issues...Access.to.Quality.Online.Exerices.Conent",1,5,20
"30","Q38_scored_sub_Bacca.1.28.","Q38_Resource.Issues...Access.to.Quality.Online.Exerices.Conent",3,5,60
"31","Q38_scored_sub_Master.1.28.","Q38_Resource.Issues...Access.to.Quality.Online.Exerices.Conent",0,5,0
"32","Q38_scored_sub_Doc.1.28.","Q38_Resource.Issues...Access.to.Quality.Online.Exerices.Conent",1,5,20
"33","Q38_scored_sub_Assoc.1.28.","Q38_Faculty.Issue...Lack.of.Faculty.interest.at.Institution",2,8,25
"34","Q38_scored_sub_Bacca.1.28.","Q38_Faculty.Issue...Lack.of.Faculty.interest.at.Institution",5,8,62.5
"35","Q38_scored_sub_Master.1.28.","Q38_Faculty.Issue...Lack.of.Faculty.interest.at.Institution",1,8,12.5
"36","Q38_scored_sub_Doc.1.28.","Q38_Faculty.Issue...Lack.of.Faculty.interest.at.Institution",0,8,0
"37","Q38_scored_sub_Assoc.1.28.","Q38_Curric.Issue...Class.Size",0,8,0
"38","Q38_scored_sub_Bacca.1.28.","Q38_Curric.Issue...Class.Size",1,8,12.5
"39","Q38_scored_sub_Master.1.28.","Q38_Curric.Issue...Class.Size",2,8,25
"40","Q38_scored_sub_Doc.1.28.","Q38_Curric.Issue...Class.Size",5,8,62.5
"41","Q38_scored_sub_Assoc.1.28.","Q38_Curric.Issues...Plans.to.teach.Bioinf..In.the.future..but.not.currently.available.",2,8,25
"42","Q38_scored_sub_Bacca.1.28.","Q38_Curric.Issues...Plans.to.teach.Bioinf..In.the.future..but.not.currently.available.",1,8,12.5
"43","Q38_scored_sub_Master.1.28.","Q38_Curric.Issues...Plans.to.teach.Bioinf..In.the.future..but.not.currently.available.",2,8,25
"44","Q38_scored_sub_Doc.1.28.","Q38_Curric.Issues...Plans.to.teach.Bioinf..In.the.future..but.not.currently.available.",3,8,37.5
"45","Q38_scored_sub_Assoc.1.28.","Q38_Resource.Issues...Funding",3,8,37.5
"46","Q38_scored_sub_Bacca.1.28.","Q38_Resource.Issues...Funding",1,8,12.5
"47","Q38_scored_sub_Master.1.28.","Q38_Resource.Issues...Funding",1,8,12.5
"48","Q38_scored_sub_Doc.1.28.","Q38_Resource.Issues...Funding",3,8,37.5
"49","Q38_scored_sub_Assoc.1.28.","Q38_Resource.Issues...Not.available.in.course.textbook",4,9,44.4444444444444
"50","Q38_scored_sub_Bacca.1.28.","Q38_Resource.Issues...Not.available.in.course.textbook",1,9,11.1111111111111
"51","Q38_scored_sub_Master.1.28.","Q38_Resource.Issues...Not.available.in.course.textbook",1,9,11.1111111111111
"52","Q38_scored_sub_Doc.1.28.","Q38_Resource.Issues...Not.available.in.course.textbook",3,9,33.3333333333333
"53","Q38_scored_sub_Assoc.1.28.","Q38_Student.Issues...Lack.of.interest.in.topic",2,10,20
"54","Q38_scored_sub_Bacca.1.28.","Q38_Student.Issues...Lack.of.interest.in.topic",5,10,50
"55","Q38_scored_sub_Master.1.28.","Q38_Student.Issues...Lack.of.interest.in.topic",1,10,10
"56","Q38_scored_sub_Doc.1.28.","Q38_Student.Issues...Lack.of.interest.in.topic",2,10,20
"57","Q38_scored_sub_Assoc.1.28.","Q38_Resources...Access.to.Approp.Introductory.Content",8,13,61.5384615384615
"58","Q38_scored_sub_Bacca.1.28.","Q38_Resources...Access.to.Approp.Introductory.Content",1,13,7.69230769230769
"59","Q38_scored_sub_Master.1.28.","Q38_Resources...Access.to.Approp.Introductory.Content",2,13,15.3846153846154
"60","Q38_scored_sub_Doc.1.28.","Q38_Resources...Access.to.Approp.Introductory.Content",2,13,15.3846153846154
"61","Q38_scored_sub_Assoc.1.28.","Q38_Curric.Issues...Bioinf..Taught.in.other.courses.at.institution",2,15,13.3333333333333
"62","Q38_scored_sub_Bacca.1.28.","Q38_Curric.Issues...Bioinf..Taught.in.other.courses.at.institution",5,15,33.3333333333333
"63","Q38_scored_sub_Master.1.28.","Q38_Curric.Issues...Bioinf..Taught.in.other.courses.at.institution",2,15,13.3333333333333
"64","Q38_scored_sub_Doc.1.28.","Q38_Curric.Issues...Bioinf..Taught.in.other.courses.at.institution",6,15,40
"65","Q38_scored_sub_Assoc.1.28.","Q38_Resources...Unable.to.identify.access.best.current.Bioinf.material",5,16,31.25
"66","Q38_scored_sub_Bacca.1.28.","Q38_Resources...Unable.to.identify.access.best.current.Bioinf.material",5,16,31.25
"67","Q38_scored_sub_Master.1.28.","Q38_Resources...Unable.to.identify.access.best.current.Bioinf.material",4,16,25
"68","Q38_scored_sub_Doc.1.28.","Q38_Resources...Unable.to.identify.access.best.current.Bioinf.material",2,16,12.5
"69","Q38_scored_sub_Assoc.1.28.","Q38_Facilities.Issue..Access.to.Appropriate.Facilities..Equipment",4,18,22.2222222222222
"70","Q38_scored_sub_Bacca.1.28.","Q38_Facilities.Issue..Access.to.Appropriate.Facilities..Equipment",4,18,22.2222222222222
"71","Q38_scored_sub_Master.1.28.","Q38_Facilities.Issue..Access.to.Appropriate.Facilities..Equipment",4,18,22.2222222222222
"72","Q38_scored_sub_Doc.1.28.","Q38_Facilities.Issue..Access.to.Appropriate.Facilities..Equipment",6,18,33.3333333333333
"73","Q38_scored_sub_Assoc.1.28.","Q38_Curric.Issues...Lack.of.Curric.Control.not.in.curent.Curric.",10,19,52.6315789473684
"74","Q38_scored_sub_Bacca.1.28.","Q38_Curric.Issues...Lack.of.Curric.Control.not.in.curent.Curric.",1,19,5.26315789473684
"75","Q38_scored_sub_Master.1.28.","Q38_Curric.Issues...Lack.of.Curric.Control.not.in.curent.Curric.",2,19,10.5263157894737
"76","Q38_scored_sub_Doc.1.28.","Q38_Curric.Issues...Lack.of.Curric.Control.not.in.curent.Curric.",6,19,31.5789473684211
"77","Q38_scored_sub_Assoc.1.28.","Q38_Faculty.Issue...Does.not.know.how.to.design.curricula.or.incorporate.with.existing.curriculum",6,28,21.4285714285714
"78","Q38_scored_sub_Bacca.1.28.","Q38_Faculty.Issue...Does.not.know.how.to.design.curricula.or.incorporate.with.existing.curriculum",5,28,17.8571428571429
"79","Q38_scored_sub_Master.1.28.","Q38_Faculty.Issue...Does.not.know.how.to.design.curricula.or.incorporate.with.existing.curriculum",7,28,25
"80","Q38_scored_sub_Doc.1.28.","Q38_Faculty.Issue...Does.not.know.how.to.design.curricula.or.incorporate.with.existing.curriculum",10,28,35.7142857142857
"81","Q38_scored_sub_Assoc.1.28.","Q38_Curriculum.Issue...Time.for.Curriculum.Development",9,30,30
"82","Q38_scored_sub_Bacca.1.28.","Q38_Curriculum.Issue...Time.for.Curriculum.Development",10,30,33.3333333333333
"83","Q38_scored_sub_Master.1.28.","Q38_Curriculum.Issue...Time.for.Curriculum.Development",4,30,13.3333333333333
"84","Q38_scored_sub_Doc.1.28.","Q38_Curriculum.Issue...Time.for.Curriculum.Development",7,30,23.3333333333333
"85","Q38_scored_sub_Assoc.1.28.","Q38_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",7,32,21.875
"86","Q38_scored_sub_Bacca.1.28.","Q38_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",9,32,28.125
"87","Q38_scored_sub_Master.1.28.","Q38_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",6,32,18.75
"88","Q38_scored_sub_Doc.1.28.","Q38_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",10,32,31.25
"89","Q38_scored_sub_Assoc.1.28.","Q38_Resources...Access.to.Quality.Exercises..Content",9,38,23.6842105263158
"90","Q38_scored_sub_Bacca.1.28.","Q38_Resources...Access.to.Quality.Exercises..Content",10,38,26.3157894736842
"91","Q38_scored_sub_Master.1.28.","Q38_Resources...Access.to.Quality.Exercises..Content",9,38,23.6842105263158
"92","Q38_scored_sub_Doc.1.28.","Q38_Resources...Access.to.Quality.Exercises..Content",10,38,26.3157894736842
"93","Q38_scored_sub_Assoc.1.28.","Q38_Student.Issues...UG.Students.Lack.Approp.Background.Knowledge",18,45,40
"94","Q38_scored_sub_Bacca.1.28.","Q38_Student.Issues...UG.Students.Lack.Approp.Background.Knowledge",4,45,8.88888888888889
"95","Q38_scored_sub_Master.1.28.","Q38_Student.Issues...UG.Students.Lack.Approp.Background.Knowledge",10,45,22.2222222222222
"96","Q38_scored_sub_Doc.1.28.","Q38_Student.Issues...UG.Students.Lack.Approp.Background.Knowledge",13,45,28.8888888888889
"97","Q38_scored_sub_Assoc.1.28.","Q38_Curric.Issues...Does.not.Fit.into.current.Current.Course.Structure",19,49,38.7755102040816
"98","Q38_scored_sub_Bacca.1.28.","Q38_Curric.Issues...Does.not.Fit.into.current.Current.Course.Structure",5,49,10.2040816326531
"99","Q38_scored_sub_Master.1.28.","Q38_Curric.Issues...Does.not.Fit.into.current.Current.Course.Structure",9,49,18.3673469387755
"100","Q38_scored_sub_Doc.1.28.","Q38_Curric.Issues...Does.not.Fit.into.current.Current.Course.Structure",16,49,32.6530612244898
"101","Q38_scored_sub_Assoc.1.28.","Q38_Curriculum.Issue...Course.Load.Full..No.time.space.for.Content",26,100,26
"102","Q38_scored_sub_Bacca.1.28.","Q38_Curriculum.Issue...Course.Load.Full..No.time.space.for.Content",31,100,31
"103","Q38_scored_sub_Master.1.28.","Q38_Curriculum.Issue...Course.Load.Full..No.time.space.for.Content",18,100,18
"104","Q38_scored_sub_Doc.1.28.","Q38_Curriculum.Issue...Course.Load.Full..No.time.space.for.Content",25,100,25
"105","Q38_scored_sub_Assoc.1.28.","Q38_Faculty.Issue...Time",32,127,25.1968503937008
"106","Q38_scored_sub_Bacca.1.28.","Q38_Faculty.Issue...Time",32,127,25.1968503937008
"107","Q38_scored_sub_Master.1.28.","Q38_Faculty.Issue...Time",26,127,20.4724409448819
"108","Q38_scored_sub_Doc.1.28.","Q38_Faculty.Issue...Time",37,127,29.1338582677165
"109","Q38_scored_sub_Assoc.1.28.","Q38_Faculty.Issue...No.Expertise..Training",34,160,21.25
"110","Q38_scored_sub_Bacca.1.28.","Q38_Faculty.Issue...No.Expertise..Training",52,160,32.5
"111","Q38_scored_sub_Master.1.28.","Q38_Faculty.Issue...No.Expertise..Training",41,160,25.625
"112","Q38_scored_sub_Doc.1.28.","Q38_Faculty.Issue...No.Expertise..Training",33,160,20.625
