"","Var1","Var2","value"
"76","scored_sub_Assoc.1.28.","Q38_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",7
"77","scored_sub_Bacca.1.28.","Q38_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",9
"78","scored_sub_Master.1.28.","Q38_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",6
"79","scored_sub_Doc.1.28.","Q38_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",10
"80","chiValues","Q38_Resources...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",0.775112443778111
"81","scored_sub_Assoc.1.28.","Q38_Resources...Access.to.Approp.Introductory.Content",8
"82","scored_sub_Bacca.1.28.","Q38_Resources...Access.to.Approp.Introductory.Content",1
"83","scored_sub_Master.1.28.","Q38_Resources...Access.to.Approp.Introductory.Content",2
"84","scored_sub_Doc.1.28.","Q38_Resources...Access.to.Approp.Introductory.Content",2
"85","chiValues","Q38_Resources...Access.to.Approp.Introductory.Content",0.0259870064967516
"86","scored_sub_Assoc.1.28.","Q38_Resources...Unable.to.identify.access.best.current.Bioinf.material",5
"87","scored_sub_Bacca.1.28.","Q38_Resources...Unable.to.identify.access.best.current.Bioinf.material",5
"88","scored_sub_Master.1.28.","Q38_Resources...Unable.to.identify.access.best.current.Bioinf.material",4
"89","scored_sub_Doc.1.28.","Q38_Resources...Unable.to.identify.access.best.current.Bioinf.material",2
"90","chiValues","Q38_Resources...Unable.to.identify.access.best.current.Bioinf.material",0.799100449775112
"91","scored_sub_Assoc.1.28.","Q38_Resource.Issues...Funding",3
"92","scored_sub_Bacca.1.28.","Q38_Resource.Issues...Funding",1
"93","scored_sub_Master.1.28.","Q38_Resource.Issues...Funding",1
"94","scored_sub_Doc.1.28.","Q38_Resource.Issues...Funding",3
"95","chiValues","Q38_Resource.Issues...Funding",0.634682658670665
"96","scored_sub_Assoc.1.28.","Q38_Resource.Issues...Not.available.in.course.textbook",4
"97","scored_sub_Bacca.1.28.","Q38_Resource.Issues...Not.available.in.course.textbook",1
"98","scored_sub_Master.1.28.","Q38_Resource.Issues...Not.available.in.course.textbook",1
"99","scored_sub_Doc.1.28.","Q38_Resource.Issues...Not.available.in.course.textbook",3
"100","chiValues","Q38_Resource.Issues...Not.available.in.course.textbook",0.492753623188406
"101","scored_sub_Assoc.1.28.","Q38_Resource.Issues...Access.to.Quality.Online.Exerices.Conent",1
"102","scored_sub_Bacca.1.28.","Q38_Resource.Issues...Access.to.Quality.Online.Exerices.Conent",3
"103","scored_sub_Master.1.28.","Q38_Resource.Issues...Access.to.Quality.Online.Exerices.Conent",0
"104","scored_sub_Doc.1.28.","Q38_Resource.Issues...Access.to.Quality.Online.Exerices.Conent",1
"105","chiValues","Q38_Resource.Issues...Access.to.Quality.Online.Exerices.Conent",0.420289855072464
"106","scored_sub_Assoc.1.28.","Q38_Resource.Issues..TA.s.lack.approp.skils",0
"107","scored_sub_Bacca.1.28.","Q38_Resource.Issues..TA.s.lack.approp.skils",0
"108","scored_sub_Master.1.28.","Q38_Resource.Issues..TA.s.lack.approp.skils",0
"109","scored_sub_Doc.1.28.","Q38_Resource.Issues..TA.s.lack.approp.skils",1
"110","chiValues","Q38_Resource.Issues..TA.s.lack.approp.skils",1
"111","scored_sub_Assoc.1.28.","Q38_Student.Issues...UG.Students.Lack.Approp.Background.Knowledge",18
"112","scored_sub_Bacca.1.28.","Q38_Student.Issues...UG.Students.Lack.Approp.Background.Knowledge",4
"113","scored_sub_Master.1.28.","Q38_Student.Issues...UG.Students.Lack.Approp.Background.Knowledge",10
"114","scored_sub_Doc.1.28.","Q38_Student.Issues...UG.Students.Lack.Approp.Background.Knowledge",13
"115","chiValues","Q38_Student.Issues...UG.Students.Lack.Approp.Background.Knowledge",0.0274862568715642
"116","scored_sub_Assoc.1.28.","Q38_Student.Issues...Lack.of.interest.in.topic",2
"117","scored_sub_Bacca.1.28.","Q38_Student.Issues...Lack.of.interest.in.topic",5
"118","scored_sub_Master.1.28.","Q38_Student.Issues...Lack.of.interest.in.topic",1
"119","scored_sub_Doc.1.28.","Q38_Student.Issues...Lack.of.interest.in.topic",2
"120","chiValues","Q38_Student.Issues...Lack.of.interest.in.topic",0.436781609195402
"121","scored_sub_Assoc.1.28.","Q38_Facilities.Issue..Access.to.Appropriate.Facilities..Equipment",4
"122","scored_sub_Bacca.1.28.","Q38_Facilities.Issue..Access.to.Appropriate.Facilities..Equipment",4
"123","scored_sub_Master.1.28.","Q38_Facilities.Issue..Access.to.Appropriate.Facilities..Equipment",4
"124","scored_sub_Doc.1.28.","Q38_Facilities.Issue..Access.to.Appropriate.Facilities..Equipment",6
"125","chiValues","Q38_Facilities.Issue..Access.to.Appropriate.Facilities..Equipment",0.92503748125937
"126","scored_sub_Assoc.1.28.","Q38_Inst.Dept.Issues...Institutional.Inertia",0
"127","scored_sub_Bacca.1.28.","Q38_Inst.Dept.Issues...Institutional.Inertia",1
"128","scored_sub_Master.1.28.","Q38_Inst.Dept.Issues...Institutional.Inertia",1
"129","scored_sub_Doc.1.28.","Q38_Inst.Dept.Issues...Institutional.Inertia",1
"130","chiValues","Q38_Inst.Dept.Issues...Institutional.Inertia",1
"131","scored_sub_Assoc.1.28.","Q38_State.restrictions",1
"132","scored_sub_Bacca.1.28.","Q38_State.restrictions",0
"133","scored_sub_Master.1.28.","Q38_State.restrictions",0
"134","scored_sub_Doc.1.28.","Q38_State.restrictions",0
"135","chiValues","Q38_State.restrictions",1
"136","scored_sub_Assoc.1.28.","Q38_Not.accredited",1
"137","scored_sub_Bacca.1.28.","Q38_Not.accredited",0
"138","scored_sub_Master.1.28.","Q38_Not.accredited",0
"139","scored_sub_Doc.1.28.","Q38_Not.accredited",0
"140","chiValues","Q38_Not.accredited",1
