"","Var1","Var2","value","summed_score","percentage","responses","proportion","nice_names"
"33","Non-underrepresented","Resource Issues: Access to intro content",14,16,87.5,880,0.0159090909090909,"Not_underrepresented_in_STEM"
"34","underrepresented","Resource Issues: Access to intro content",2,16,12.5,81,0.0246913580246914,"Underrepresented_in_STEM"
"35","Non-underrepresented","Resource Issues: Unable to vet content",14,15,93.3333333333333,880,0.0159090909090909,"Not_underrepresented_in_STEM"
"36","underrepresented","Resource Issues: Unable to vet content",1,15,6.66666666666667,81,0.0123456790123457,"Underrepresented_in_STEM"
"37","Non-underrepresented","Resource Issues: Funding",6,7,85.7142857142857,880,0.00681818181818182,"Not_underrepresented_in_STEM"
"38","underrepresented","Resource Issues: Funding",1,7,14.2857142857143,81,0.0123456790123457,"Underrepresented_in_STEM"
"39","Non-underrepresented","Resource Issues: No appropriate textbook",8,8,100,880,0.00909090909090909,"Not_underrepresented_in_STEM"
"40","underrepresented","Resource Issues: No appropriate textbook",0,8,0,81,0,"Underrepresented_in_STEM"
"41","Non-underrepresented","Resource Issues: No access to online exercises",5,5,100,880,0.00568181818181818,"Not_underrepresented_in_STEM"
"42","underrepresented","Resource Issues: No access to online exercises",0,5,0,81,0,"Underrepresented_in_STEM"
"43","Non-underrepresented","Resource Issues: No qualified TAs",1,1,100,880,0.00113636363636364,"Not_underrepresented_in_STEM"
"44","underrepresented","Resource Issues: No qualified TAs",0,1,0,81,0,"Underrepresented_in_STEM"
"45","Non-underrepresented","Student Issues: Background knowledge",47,49,95.9183673469388,880,0.0534090909090909,"Not_underrepresented_in_STEM"
"46","underrepresented","Student Issues: Background knowledge",2,49,4.08163265306122,81,0.0246913580246914,"Underrepresented_in_STEM"
"47","Non-underrepresented","Student Issues: Interest in topic",12,13,92.3076923076923,880,0.0136363636363636,"Not_underrepresented_in_STEM"
"48","underrepresented","Student Issues: Interest in topic",1,13,7.69230769230769,81,0.0123456790123457,"Underrepresented_in_STEM"
"49","Non-underrepresented","Facilities: Access to equipment",14,17,82.3529411764706,880,0.0159090909090909,"Not_underrepresented_in_STEM"
"50","underrepresented","Facilities: Access to equipment",3,17,17.6470588235294,81,0.037037037037037,"Underrepresented_in_STEM"
"51","Non-underrepresented","Institutional: Inertia",2,3,66.6666666666667,880,0.00227272727272727,"Not_underrepresented_in_STEM"
"52","underrepresented","Institutional: Inertia",1,3,33.3333333333333,81,0.0123456790123457,"Underrepresented_in_STEM"
"53","Non-underrepresented","State Restrictions",2,2,100,880,0.00227272727272727,"Not_underrepresented_in_STEM"
"54","underrepresented","State Restrictions",0,2,0,81,0,"Underrepresented_in_STEM"
"55","Non-underrepresented","Accreditation",1,1,100,880,0.00113636363636364,"Not_underrepresented_in_STEM"
"56","underrepresented","Accreditation",0,1,0,81,0,"Underrepresented_in_STEM"
