"","Var1","Var2","value","summed_score","percentage","responses","proportion","nice_names"
"41","Formal Training","Student Issues: Lack of background skills/knowledge",50,202,24.7524752475248,249,0.200803212851406,"Formal_Training"
"42","No Training","Student Issues: Lack of background skills/knowledge",20,202,9.9009900990099,103,0.194174757281553,"No_Training"
"43","Self Taught","Student Issues: Lack of background skills/knowledge",90,202,44.5544554455446,469,0.191897654584222,"SelfDTaught"
"44","Workshops and Bootcamps","Student Issues: Lack of background skills/knowledge",42,202,20.7920792079208,231,0.181818181818182,"Workshops_and_Bootcamps"
"45","Formal Training","Student Issues: Lack of interest",28,102,27.4509803921569,249,0.112449799196787,"Formal_Training"
"46","No Training","Student Issues: Lack of interest",4,102,3.92156862745098,103,0.0388349514563107,"No_Training"
"47","Self Taught","Student Issues: Lack of interest",42,102,41.1764705882353,469,0.0895522388059701,"SelfDTaught"
"48","Workshops and Bootcamps","Student Issues: Lack of interest",28,102,27.4509803921569,231,0.121212121212121,"Workshops_and_Bootcamps"
"49","Formal Training","Student Issues: Intimidated by topic",8,33,24.2424242424242,249,0.0321285140562249,"Formal_Training"
"50","No Training","Student Issues: Intimidated by topic",1,33,3.03030303030303,103,0.00970873786407767,"No_Training"
"51","Self Taught","Student Issues: Intimidated by topic",20,33,60.6060606060606,469,0.0426439232409382,"SelfDTaught"
"52","Workshops and Bootcamps","Student Issues: Intimidated by topic",4,33,12.1212121212121,231,0.0173160173160173,"Workshops_and_Bootcamps"
"53","Formal Training","Student Issues: Varying student backrounds",7,22,31.8181818181818,249,0.0281124497991968,"Formal_Training"
"54","No Training","Student Issues: Varying student backrounds",2,22,9.09090909090909,103,0.0194174757281553,"No_Training"
"55","Self Taught","Student Issues: Varying student backrounds",7,22,31.8181818181818,469,0.0149253731343284,"SelfDTaught"
"56","Workshops and Bootcamps","Student Issues: Varying student backrounds",6,22,27.2727272727273,231,0.025974025974026,"Workshops_and_Bootcamps"
"57","Formal Training","Student Issues: Lack of basic computing skills",1,17,5.88235294117647,249,0.00401606425702811,"Formal_Training"
"58","No Training","Student Issues: Lack of basic computing skills",0,17,0,103,0,"No_Training"
"59","Self Taught","Student Issues: Lack of basic computing skills",14,17,82.3529411764706,469,0.0298507462686567,"SelfDTaught"
"60","Workshops and Bootcamps","Student Issues: Lack of basic computing skills",2,17,11.7647058823529,231,0.00865800865800866,"Workshops_and_Bootcamps"
"61","Formal Training","Student Issues: Career prospects",3,7,42.8571428571429,249,0.0120481927710843,"Formal_Training"
"62","No Training","Student Issues: Career prospects",0,7,0,103,0,"No_Training"
"63","Self Taught","Student Issues: Career prospects",2,7,28.5714285714286,469,0.00426439232409382,"SelfDTaught"
"64","Workshops and Bootcamps","Student Issues: Career prospects",2,7,28.5714285714286,231,0.00865800865800866,"Workshops_and_Bootcamps"
"65","Formal Training","Curriculum Issues: Lack of integration",19,85,22.3529411764706,249,0.0763052208835341,"Formal_Training"
"66","No Training","Curriculum Issues: Lack of integration",9,85,10.5882352941176,103,0.087378640776699,"No_Training"
"67","Self Taught","Curriculum Issues: Lack of integration",33,85,38.8235294117647,469,0.070362473347548,"SelfDTaught"
"68","Workshops and Bootcamps","Curriculum Issues: Lack of integration",24,85,28.2352941176471,231,0.103896103896104,"Workshops_and_Bootcamps"
"69","Formal Training","Curriculum Issues: Too much content",16,73,21.9178082191781,249,0.0642570281124498,"Formal_Training"
"70","No Training","Curriculum Issues: Too much content",6,73,8.21917808219178,103,0.058252427184466,"No_Training"
"71","Self Taught","Curriculum Issues: Too much content",34,73,46.5753424657534,469,0.0724946695095949,"SelfDTaught"
"72","Workshops and Bootcamps","Curriculum Issues: Too much content",17,73,23.2876712328767,231,0.0735930735930736,"Workshops_and_Bootcamps"
"73","Formal Training","Curriculum Issues: Quickly changing technologies",8,52,15.3846153846154,249,0.0321285140562249,"Formal_Training"
"74","No Training","Curriculum Issues: Quickly changing technologies",3,52,5.76923076923077,103,0.029126213592233,"No_Training"
"75","Self Taught","Curriculum Issues: Quickly changing technologies",26,52,50,469,0.0554371002132196,"SelfDTaught"
"76","Workshops and Bootcamps","Curriculum Issues: Quickly changing technologies",15,52,28.8461538461538,231,0.0649350649350649,"Workshops_and_Bootcamps"
"77","Formal Training","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",11,36,30.5555555555556,249,0.0441767068273092,"Formal_Training"
"78","No Training","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",0,36,0,103,0,"No_Training"
"79","Self Taught","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",16,36,44.4444444444444,469,0.0341151385927505,"SelfDTaught"
"80","Workshops and Bootcamps","Curriculum Issues: Access to bioinformatics lesson plans/curriculum",9,36,25,231,0.038961038961039,"Workshops_and_Bootcamps"
"81","Formal Training","Curriculum Issues: Difficulty establishing relevance",5,12,41.6666666666667,249,0.0200803212851406,"Formal_Training"
"82","No Training","Curriculum Issues: Difficulty establishing relevance",1,12,8.33333333333333,103,0.00970873786407767,"No_Training"
"83","Self Taught","Curriculum Issues: Difficulty establishing relevance",5,12,41.6666666666667,469,0.0106609808102345,"SelfDTaught"
"84","Workshops and Bootcamps","Curriculum Issues: Difficulty establishing relevance",1,12,8.33333333333333,231,0.00432900432900433,"Workshops_and_Bootcamps"
"85","Formal Training","Curriculum Issues: Influence from professional schools",3,11,27.2727272727273,249,0.0120481927710843,"Formal_Training"
"86","No Training","Curriculum Issues: Influence from professional schools",0,11,0,103,0,"No_Training"
"87","Self Taught","Curriculum Issues: Influence from professional schools",4,11,36.3636363636364,469,0.00852878464818763,"SelfDTaught"
"88","Workshops and Bootcamps","Curriculum Issues: Influence from professional schools",4,11,36.3636363636364,231,0.0173160173160173,"Workshops_and_Bootcamps"
"89","Formal Training","Institutional Issues: Lack of inter-departmental cooperation",3,15,20,249,0.0120481927710843,"Formal_Training"
"90","No Training","Institutional Issues: Lack of inter-departmental cooperation",0,15,0,103,0,"No_Training"
"91","Self Taught","Institutional Issues: Lack of inter-departmental cooperation",8,15,53.3333333333333,469,0.0170575692963753,"SelfDTaught"
"92","Workshops and Bootcamps","Institutional Issues: Lack of inter-departmental cooperation",4,15,26.6666666666667,231,0.0173160173160173,"Workshops_and_Bootcamps"
"93","Formal Training","Institutional Issues: Lack of IT support",3,12,25,249,0.0120481927710843,"Formal_Training"
"94","No Training","Institutional Issues: Lack of IT support",0,12,0,103,0,"No_Training"
"95","Self Taught","Institutional Issues: Lack of IT support",5,12,41.6666666666667,469,0.0106609808102345,"SelfDTaught"
"96","Workshops and Bootcamps","Institutional Issues: Lack of IT support",4,12,33.3333333333333,231,0.0173160173160173,"Workshops_and_Bootcamps"
