"","Var1","Var2","value"
"72","Q33_scored_sub_Bacca.1.24.","Q33_Student.Issues...Lack.Basic.Computing.Knowledge",8
"73","Q33_scored_sub_Master.1.24.","Q33_Student.Issues...Lack.Basic.Computing.Knowledge",5
"74","Q33_scored_sub_Doc.1.24.","Q33_Student.Issues...Lack.Basic.Computing.Knowledge",3
"75","chiValues","Q33_Student.Issues...Lack.Basic.Computing.Knowledge",0.0939530234882559
"76","Q33_scored_sub_Assoc.1.24.","Q33_Student.Issues...Career.prospects",3
"77","Q33_scored_sub_Bacca.1.24.","Q33_Student.Issues...Career.prospects",0
"78","Q33_scored_sub_Master.1.24.","Q33_Student.Issues...Career.prospects",0
"79","Q33_scored_sub_Doc.1.24.","Q33_Student.Issues...Career.prospects",4
"80","chiValues","Q33_Student.Issues...Career.prospects",0.0759620189905048
"81","Q33_scored_sub_Assoc.1.24.","Q33_Curric.Issues...Lack.of.integration.of.maerial",11
"82","Q33_scored_sub_Bacca.1.24.","Q33_Curric.Issues...Lack.of.integration.of.maerial",17
"83","Q33_scored_sub_Master.1.24.","Q33_Curric.Issues...Lack.of.integration.of.maerial",20
"84","Q33_scored_sub_Doc.1.24.","Q33_Curric.Issues...Lack.of.integration.of.maerial",35
"85","chiValues","Q33_Curric.Issues...Lack.of.integration.of.maerial",0.000499750124937531
"86","Q33_scored_sub_Assoc.1.24.","Q33_Curric.Isues...To.much.conent.in.Life.Sci.curric",9
"87","Q33_scored_sub_Bacca.1.24.","Q33_Curric.Isues...To.much.conent.in.Life.Sci.curric",19
"88","Q33_scored_sub_Master.1.24.","Q33_Curric.Isues...To.much.conent.in.Life.Sci.curric",14
"89","Q33_scored_sub_Doc.1.24.","Q33_Curric.Isues...To.much.conent.in.Life.Sci.curric",26
"90","chiValues","Q33_Curric.Isues...To.much.conent.in.Life.Sci.curric",0.0264867566216892
"91","Q33_scored_sub_Assoc.1.24.","Q33_Curric.Issues...How.quickly.the.material.tech.changes",6
"92","Q33_scored_sub_Bacca.1.24.","Q33_Curric.Issues...How.quickly.the.material.tech.changes",21
"93","Q33_scored_sub_Master.1.24.","Q33_Curric.Issues...How.quickly.the.material.tech.changes",11
"94","Q33_scored_sub_Doc.1.24.","Q33_Curric.Issues...How.quickly.the.material.tech.changes",12
"95","chiValues","Q33_Curric.Issues...How.quickly.the.material.tech.changes",0.0224887556221889
"96","Q33_scored_sub_Assoc.1.24.","Q33_Curriculum...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",11
"97","Q33_scored_sub_Bacca.1.24.","Q33_Curriculum...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",8
"98","Q33_scored_sub_Master.1.24.","Q33_Curriculum...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",8
"99","Q33_scored_sub_Doc.1.24.","Q33_Curriculum...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",7
"100","chiValues","Q33_Curriculum...Access.to.developed.Bioinf.Lesson.Plans.Bioinf.Curric",0.836581709145427
"101","Q33_scored_sub_Assoc.1.24.","Q33_Curric.Issues...Making.Comp.Sci.courses.consistently.relevant",2
"102","Q33_scored_sub_Bacca.1.24.","Q33_Curric.Issues...Making.Comp.Sci.courses.consistently.relevant",4
"103","Q33_scored_sub_Master.1.24.","Q33_Curric.Issues...Making.Comp.Sci.courses.consistently.relevant",0
"104","Q33_scored_sub_Doc.1.24.","Q33_Curric.Issues...Making.Comp.Sci.courses.consistently.relevant",6
"105","chiValues","Q33_Curric.Issues...Making.Comp.Sci.courses.consistently.relevant",0.0899550224887556
"106","Q33_scored_sub_Assoc.1.24.","Q33_Curric.Issues...To.much.curric.influence.from.Professional.schools",0
"107","Q33_scored_sub_Bacca.1.24.","Q33_Curric.Issues...To.much.curric.influence.from.Professional.schools",3
"108","Q33_scored_sub_Master.1.24.","Q33_Curric.Issues...To.much.curric.influence.from.Professional.schools",4
"109","Q33_scored_sub_Doc.1.24.","Q33_Curric.Issues...To.much.curric.influence.from.Professional.schools",4
"110","chiValues","Q33_Curric.Issues...To.much.curric.influence.from.Professional.schools",0.274362818590705
"111","Q33_scored_sub_Assoc.1.24.","Q33_Inst.Dept.Support...Inter.Departmental.Cooperation",1
"112","Q33_scored_sub_Bacca.1.24.","Q33_Inst.Dept.Support...Inter.Departmental.Cooperation",6
"113","Q33_scored_sub_Master.1.24.","Q33_Inst.Dept.Support...Inter.Departmental.Cooperation",6
"114","Q33_scored_sub_Doc.1.24.","Q33_Inst.Dept.Support...Inter.Departmental.Cooperation",1
"115","chiValues","Q33_Inst.Dept.Support...Inter.Departmental.Cooperation",0.0839580209895052
"116","Q33_scored_sub_Assoc.1.24.","Q33_Inst.Dept.Support...No.IT.support",2
"117","Q33_scored_sub_Bacca.1.24.","Q33_Inst.Dept.Support...No.IT.support",4
"118","Q33_scored_sub_Master.1.24.","Q33_Inst.Dept.Support...No.IT.support",3
"119","Q33_scored_sub_Doc.1.24.","Q33_Inst.Dept.Support...No.IT.support",0
"120","chiValues","Q33_Inst.Dept.Support...No.IT.support",0.32783608195902
